TITLE_KEY,TITLE,RELEASE_YEAR,BUDGET,REVENUE,ROI,POPULARITY,VOTE_AVERAGE
109421_Movie,Side Effects,2013,30000000,63414135,1.11,22.207,6.603
112205_Movie,The Family,2013,30000000,36894225,0.23,22,6.4
83899_Movie,You're Next,2013,1000000,14347000,13.35,21.83,6.6
57201_Movie,The Lone Ranger,2013,215000000,260500000,0.21,21.712,6.1
134411_Movie,Snitch,2013,35000000,42930462,0.23,21.552,6.1
157386_Movie,The Spectacular Now,2013,2500000,6854611,1.74,21.049,6.7
175574_Movie,Free Birds,2013,55000000,110000000,1.00,21.012,5.876
157841_Movie,The Young and Prodigious T.S. Spivet,2013,33000000,9494789,-0.71,20.989,6.841
145135_Movie,Dark Skies,2013,3500000,25174316,6.19,20.395,6.3
192577_Movie,Space Pirate Captain Harlock,2013,30000000,18010317,-0.40,20.188,6.6
86825_Movie,Stoker,2013,12000000,12077441,0.01,19.864,6.6
203833_Movie,The Book Thief,2013,19000000,76586316,3.03,19.842,7.5
103731_Movie,Mud,2013,10000000,32613173,2.26,19.815,7.055
152742_Movie,The Best Offer,2013,13500000,19255873,0.43,19.77,7.8
132344_Movie,Before Midnight,2013,3000000,11176469,2.73,19.618,7.508
112949_Movie,Safe Haven,2013,28000000,97600000,2.49,19.591,7.3
44865_Movie,The Grandmaster,2013,38600000,64076736,0.66,19.475,6.6
180147_Movie,We Are the Nobles,2013,2000000,26433651,12.22,19.156,7.884
102780_Movie,Byzantium,2013,10000000,89237,-0.99,19.02,6.3
97367_Movie,The Place Beyond the Pines,2013,15000000,47135966,2.14,19.006,6.971
124459_Movie,The Incredible Burt Wonderstone,2013,30000000,27437881,-0.09,18.936,5.7
179144_Movie,The Great Beauty,2013,9200000,24930592,1.71,18.899,7.5
152599_Movie,The Immigrant,2013,16000000,5867686,-0.63,18.896,6.3
122081_Movie,Spring Breakers,2013,5000000,31700000,5.34,18.854,5.2
107985_Movie,The World's End,2013,20000000,46100000,1.31,18.752,6.8
44977_Movie,Dhoom 3,2013,19500000,91000000,3.67,18.693,6.1
76285_Movie,Percy Jackson: Sea of Monsters,2013,90000000,199850315,1.22,18.676,6.027
190847_Movie,The Last Days on Mars,2013,10600000,24084,-1.00,18.535,5.5
211954_Movie,Instructions Not Included,2013,5500000,99067206,17.01,18.317,7.7
164457_Movie,Out of the Furnace,2013,22000000,15400000,-0.30,18.194,6.565
140823_Movie,Saving Mr. Banks,2013,35000000,112544580,2.22,18.164,7.347
109431_Movie,Identity Thief,2013,35000000,173965010,3.97,18.121,5.853
106747_Movie,Machete Kills,2013,12000000,15000000,0.25,18.033,5.6
172391_Movie,Khumba,2013,20000000,27200000,0.36,17.801,6
199534_Movie,Wolf Creek 2,2013,8000000,9630444,0.20,17.627,6.4
169881_Movie,The Physician,2013,36000000,57300000,0.59,17.471,7.3
202575_Movie,The House of Magic,2013,34000000,64197205,0.89,17.344,6.321
152603_Movie,Only Lovers Left Alive,2013,7000000,7600000,0.09,17.265,7.2
146203_Movie,The Last Exorcism Part II,2013,5000000,15200000,2.04,17.217,4.6
77805_Movie,Lovelace,2013,10000000,1585582,-0.84,17.113,6
186992_Movie,Stranger by the Lake,2013,1400000,1200000,-0.14,17.112,6.292
140870_Movie,Minuscule: Valley of the Lost Ants,2013,19700000,30000000,0.52,17.016,7
82682_Movie,Gangster Squad,2013,60000000,105200000,0.75,16.944,6.367
137093_Movie,Last Vegas,2013,28000000,134400000,3.80,16.882,6.405
152747_Movie,All Is Lost,2013,9000000,6108720,-0.32,16.849,6.639
152737_Movie,August: Osage County,2013,25000000,74188937,1.97,16.812,6.9
157370_Movie,Kill Your Darlings,2013,5600000,1600000,-0.71,16.692,7.1
115348_Movie,Paranoia,2013,35000000,17056265,-0.51,16.68,5.7
123109_Movie,No One Lives,2013,2900000,74918,-0.97,16.54,6
107811_Movie,21 & Over,2013,13000000,48065672,2.70,16.539,5.8
169209_Movie,Empire State,2013,11000000,3639345,-0.67,16.433,5.4
209189_Movie,Life of Crime,2013,12000000,265452,-0.98,16.335,5.7
140818_Movie,Ragnarok,2013,6500000,3721345,-0.43,16.028,5.7
145247_Movie,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013,9250000,51167572,4.53,16.006,6.8
129139_Movie,The To Do List,2013,1500000,3566225,1.38,15.932,5.781
146381_Movie,Justin and the Knights of Valour,2013,22000000,19799759,-0.10,15.692,5.93
146304_Movie,The Best Man Holiday,2013,17000000,71625195,3.21,15.641,6.6
196024_Movie,The Keeper of Lost Causes,2013,5650000,13700000,1.42,15.588,7.1
164331_Movie,Spiders,2013,7000000,257019,-0.96,15.457,4.4
199373_Movie,The Frozen Ground,2013,27220000,5496951,-0.80,15.408,6.3
160588_Movie,Blue Jasmine,2013,18000000,99200000,4.51,15.254,6.988
208134_Movie,Jackass Presents: Bad Grandpa,2013,15000000,151831537,9.12,15.218,6.114
187022_Movie,A Touch of Sin,2013,4000000,154120,-0.96,15.211,7.2
129670_Movie,Nebraska,2013,12000000,27700000,1.31,15.195,7.442
219572_Movie,Police Story: Lockdown,2013,35000000,94249025,1.69,15.129,6.2
104755_Movie,The Lords of Salem,2013,1500000,1165882,-0.22,15.087,5.5
150202_Movie,The Haunting in Connecticut 2: Ghosts of Georgia,2013,8000000,5127434,-0.36,15.071,5.8
156700_Movie,The Kings of Summer,2013,1500000,1400000,-0.07,15.027,7.002
164558_Movie,One Direction: This Is Us,2013,10000000,68500000,5.85,14.995,8.3
86829_Movie,Inside Llewyn Davis,2013,11000000,32935319,1.99,14.835,7.194
212716_Movie,What If,2013,11000000,8500000,-0.23,14.782,6.737
76544_Movie,Man of Tai Chi,2013,25000000,2054941,-0.92,14.746,6.1
227700_Movie,Anna,2013,4357373,1200000,-0.72,14.671,6.5
147773_Movie,The Way Way Back,2013,4600000,23198652,4.04,14.555,7.1
109729_Movie,The Canyons,2013,250000,270185,0.08,14.537,4.417
119675_Movie,Behind the Candelabra,2013,23000000,15600000,-0.32,14.518,6.625
146239_Movie,Delivery Man,2013,26000000,51164106,0.97,14.505,6.2
87567_Movie,The Big Wedding,2013,35000000,21800000,-0.38,14.479,5.859
146238_Movie,Runner Runner,2013,30000000,62600000,1.09,14.223,5.6
132363_Movie,The Butler,2013,25000000,177313795,6.09,13.928,7.33
98357_Movie,Broken City,2013,56000000,34737199,-0.38,13.834,5.9
127560_Movie,The Railway Man,2013,18000000,24174885,0.34,13.833,6.9
162903_Movie,The Fifth Estate,2013,28000000,8555008,-0.69,13.695,6
121677_Movie,The Reluctant Fundamentalist,2013,15000000,2200000,-0.85,13.597,6.591
96936_Movie,The Bling Ring,2013,15000000,19145732,0.28,13.595,5.423
204668_Movie,Belle and Sebastian,2013,11300000,35825575,2.17,13.537,6.925
205601_Movie,Belle,2013,10900000,16500000,0.51,13.518,7.138
127517_Movie,Disconnect,2013,10000000,3428048,-0.66,13.346,7
244610_Movie,The Den,2013,500000,410129,-0.18,13.326,6
109099_Movie,Passion,2013,20000000,713616,-0.96,13.277,5.3
174675_Movie,The Machine,2013,1500000,314131,-0.79,13.264,5.919
205220_Movie,Philomena,2013,12000000,100100000,7.34,13.252,7.4
157834_Movie,The Zero Theorem,2013,8500000,770706,-0.91,13.144,6.105
185008_Movie,Yeh Jawaani Hai Deewani,2013,7700000,46000000,4.97,13.022,7.2
157354_Movie,Fruitvale Station,2013,900000,17600000,18.56,12.975,7.365
253279_Movie,The Trials of Cate McCall,2013,7000000,249601,-0.96,12.85,6.3
144340_Movie,Admission,2013,13000000,18637201,0.43,12.693,5.6
190955_Movie,Blood Ties,2013,25500000,2415472,-0.91,12.469,6.107
192136_Movie,Mandela: Long Walk to Freedom,2013,35000000,27300000,-0.22,12.395,6.9
77987_Movie,Only God Forgives,2013,4800000,10300000,1.15,12.392,5.8
192134_Movie,Dom Hemingway,2013,7000000,1300000,-0.81,12.39,5.845
64807_Movie,Grudge Match,2013,40000000,44907260,0.12,12.37,6.1
109417_Movie,Battle of the Year,2013,20000000,16549477,-0.17,12.321,6.8
158426_Movie,Collision,2013,7700000,467282,-0.94,12.271,5.8
152259_Movie,Phantom,2013,10000000,1197759,-0.88,11.999,5.9
160704_Movie,The Berlin File,2013,9000000,48965210,4.44,11.922,6.7
97006_Movie,Temptation: Confessions of a Marriage Counselor,2013,37000000,53143144,0.44,11.813,6.6
157360_Movie,In a World...,2013,1000000,2963902,1.96,11.789,6.338
204435_Movie,Krrish 3,2013,20000000,84000000,3.20,11.772,5.6
115782_Movie,Jobs,2013,12000000,42100000,2.51,11.768,6.1
146227_Movie,Getaway,2013,18000000,10501938,-0.42,11.751,5.1
201749_Movie,Mr. Morgan's Last Love,2013,8200000,2967122,-0.64,11.708,6.66
152748_Movie,Ain't Them Bodies Saints,2013,4000000,1031243,-0.74,11.636,6.1
205022_Movie,Chennai Express,2013,18000000,62000000,2.44,11.543,6.5
191714_Movie,The Lunchbox,2013,3400000,17240000,4.07,11.522,7.3
150117_Movie,I Give It a Year,2013,13000000,29200000,1.25,11.4,5.5
85889_Movie,Filth,2013,5000000,9114264,0.82,11.332,6.865
244049_Movie,Drishyam,2013,750000,12000000,15.00,11.195,7.61
199420_Movie,Pawn Shop Chronicles,2013,5000000,1080000,-0.78,10.997,5.7
144789_Movie,I'm So Excited!,2013,5000000,11724119,1.34,10.951,5.7
68727_Movie,Trance,2013,20000000,24300000,0.22,10.901,6.619
169813_Movie,Short Term 12,2013,1000000,1645164,0.65,10.79,7.8
175528_Movie,Baggage Claim,2013,8500000,22456509,1.64,10.755,5.328
186161_Movie,The Gilded Cage,2013,7000000,11311521,0.62,10.741,6.719
127373_Movie,What Maisie Knew,2013,6000000,2711379,-0.55,10.658,7.1
258216_Movie,Nymphomaniac: Vol. I,2013,2350000,13545832,4.76,10.598,6.9
209403_Movie,Bad Words,2013,9500000,7800000,-0.18,10.283,6.385
118289_Movie,Diana,2013,15000000,21766271,0.45,10.256,5.6
111479_Movie,CBGB,2013,5000000,40400,-0.99,10.223,6.403
93828_Movie,Welcome to the Punch,2013,8500000,3900000,-0.54,10.117,5.9
177699_Movie,Alan Partridge: Alpha Papa,2013,4000000,9800000,1.45,10.078,6.6
174733_Movie,Metro,2013,13000000,4463059,-0.66,10.05,6.7
145197_Movie,Upstream Color,2013,100000,444098,3.44,9.82,6.4
207686_Movie,The House at the End of Time,2013,300000,4588899,14.30,9.761,6.8
206324_Movie,Bhaag Milkha Bhaag,2013,4600000,25000000,4.43,9.753,7.4
193613_Movie,Metallica: Through the Never,2013,18000000,7972967,-0.56,9.703,6.822
156711_Movie,Austenland,2013,4900000,2159041,-0.56,9.675,6.387
100542_Movie,Vikingdom,2013,15600000,747872,-0.95,9.569,4.1
149087_Movie,Turning Tide,2013,1700000,7029858,3.14,9.531,6.2
244088_Movie,Human Capital,2013,6000000,5809330,-0.03,9.528,7.472
117319_Movie,Vishwaroopam,2013,17000000,51000000,2.00,9.513,6.3
242575_Movie,"Good Day, Ramon",2013,4000000,5104868,0.28,9.45,7.882
209274_Movie,Ida,2013,2159280,15298355,6.08,9.386,7.233
214086_Movie,The Face of Love,2013,4000000,350006,-0.91,9.369,6.1
157820_Movie,Mood Indigo,2013,16040770,10435322,-0.35,9.259,6.143
165904_Movie,Special 26,2013,7100000,18000000,1.54,9.206,7.3
152780_Movie,The Past,2013,11000000,10631747,-0.03,8.94,7.2
87499_Movie,The East,2013,6500000,2401510,-0.63,8.827,6.6
209262_Movie,Parkland,2013,10000000,1412181,-0.86,8.807,6.2
232175_Movie,Gimme Shelter,2013,7500000,1359910,-0.82,8.727,6.6
184219_Movie,Pee Mak,2013,1800000,33000000,17.33,8.61,7.221
188761_Movie,The German Doctor,2013,2000000,3635718,0.82,8.485,6.5
75761_Movie,John Dies at the End,2013,1000000,142000,-0.86,8.484,6.311
159014_Movie,20 Feet from Stardom,2013,1000000,5892466,4.89,8.354,7.2
215776_Movie,Madras Cafe,2013,5400000,6500000,0.20,8.239,6.5
203217_Movie,My Mom Is a Character,2013,2000000,20552094,9.28,8.215,7.7
231176_Movie,Sun in Buckets,2013,8000000,51936318,5.49,8.196,6.8
214209_Movie,Hide and Seek,2013,1900000,35461505,17.66,8.101,6.5
160768_Movie,Jimmy P.,2013,10000000,30283,-1.00,8.101,6.106
179111_Movie,A Field in England,2013,300000,600000,1.00,8.049,6.227
82992_Movie,Fast & Furious 6,2013,160000000,788700000,3.93,7.785,6.818
175555_Movie,A Madea Christmas,2013,25000000,53396635,1.14,7.527,6.4
209355_Movie,The French Minister,2013,5112027,5586646,0.09,7.12,6.046
209901_Movie,Nothing Left to Fear,2013,3000000,1675381,-0.44,7.088,5.1
238811_Movie,No Man's Land,2013,2320000,41807000,17.02,7.045,6.9
153795_Movie,Straight A's,2013,2000000,61669,-0.97,7.043,5.2
254672_Movie,The Wrath of Vajra,2013,13898500,1872903,-0.87,6.971,5.588
191121_Movie,Raanjhanaa,2013,6400000,1171761,-0.82,6.923,6.6
176124_Movie,Home Run,2013,1200000,2861020,1.38,6.861,6.2
188183_Movie,Finding Mr. Right,2013,4881000,81350000,15.67,6.672,6.4
229296_Movie,Justin Bieber's Believe,2013,5000000,10980157,1.20,6.625,7.1
228676_Movie,Mischief Night,2013,108000,57000,-0.47,6.55,5
190754_Movie,On the Job,2013,1052753,466088,-0.56,6.547,6.6
197936_Movie,Bright Days Ahead,2013,3300000,4949039,0.50,6.432,5.9
191726_Movie,Ugly,2013,700000,2200000,2.14,6.386,6.9
128206_Movie,Shahid,2013,970000,6100000,5.29,6.309,7.2
76170_Movie,The Wolverine,2013,120000000,415440673,2.46,6.222,6.419
165463_Movie,The Priest's Children,2013,1750000,1417453,-0.19,6.188,6.3
191562_Movie,Go Goa Gone,2013,2700000,5400000,1.00,6.161,5.8
167221_Movie,Long Live Freedom,2013,5000000,48125,-0.99,6.15,6.798
133441_Movie,The Summit,2013,1000000,243550,-0.76,6.055,6.8
212769_Movie,Make Your Move,2013,15000000,1583687,-0.89,5.963,5.8
193418_Movie,Regret!,2013,1200000,3995340,2.33,5.865,7.344
185738_Movie,Stockholm,2013,60000,50000,-0.17,5.647,6.3
161321_Movie,The Power of Few,2013,4000000,45659,-0.99,5.62,5.297
72359_Movie,Peeples,2013,15000000,9300000,-0.38,5.413,5.5
180314_Movie,Salinger,2013,2000000,650675,-0.67,5.29,6.3
157336_Movie,Interstellar,2014,165000000,746606706,3.52,288.193,8.5
198663_Movie,The Maze Runner,2014,34000000,348319861,9.24,173.015,7.188
122917_Movie,The Hobbit: The Battle of the Five Armies,2014,250000000,956019788,2.82,139.146,7.325
156022_Movie,The Equalizer,2014,55000000,192330738,2.50,132.143,7.28
177572_Movie,Big Hero 6,2014,165000000,657870525,2.99,131.013,7.7
228150_Movie,Fury,2014,68000000,211817906,2.11,123.301,7.5
131631_Movie,The Hunger Games: Mockingjay - Part 1,2014,125000000,755356711,5.04,99.082,6.813
244786_Movie,Whiplash,2014,3300000,50307484,14.24,97.314,8.4
100402_Movie,Captain America: The Winter Soldier,2014,170000000,714766572,3.20,96.415,7.7
210577_Movie,Gone Girl,2014,61000000,370890259,5.08,96.166,7.89
184345_Movie,A Haunted House 2,2014,4000000,25343661,5.34,89.187,6.2
137113_Movie,Edge of Tomorrow,2014,178000000,370541256,1.08,87.262,7.627
102382_Movie,The Amazing Spider-Man 2,2014,200000000,708962323,2.54,85.092,6.5
91314_Movie,Transformers: Age of Extinction,2014,210000000,1104054072,4.26,83.906,5.9
116149_Movie,Paddington,2014,55000000,326105453,4.93,82.641,7.1
98566_Movie,Teenage Mutant Ninja Turtles,2014,125000000,485004754,2.88,81.689,5.9
82702_Movie,How to Train Your Dragon 2,2014,145000000,621537519,3.29,81.37,7.7
260346_Movie,Taken 3,2014,48000000,325800000,5.79,79.527,6.3
270946_Movie,Penguins of Madagascar,2014,132000000,373515621,1.83,76.832,6.5
157350_Movie,Divergent,2014,85000000,288885818,2.40,76.232,6.914
102651_Movie,Maleficent,2014,180000000,758539785,3.21,75.067,7.1
205596_Movie,The Imitation Game,2014,14000000,233555708,15.68,72.88,7.996
240832_Movie,Lucy,2014,40000000,458863600,10.47,72.149,6.457
190859_Movie,American Sniper,2014,58800000,542300000,8.22,69.376,7.423
127585_Movie,X-Men: Days of Future Past,2014,250000000,747862775,1.99,69.189,7.529
119450_Movie,Dawn of the Planet of the Apes,2014,170000000,710644566,3.18,68.36,7.33
245891_Movie,John Wick,2014,20000000,88761661,3.44,65.962,7.442
317442_Movie,The Last: Naruto the Movie,2014,750000,19840000,25.45,65.615,7.4
242224_Movie,The Babadook,2014,2000000,10300000,4.15,64.284,6.5
228326_Movie,The Book of Life,2014,50000000,97437106,0.95,63.39,7.5
250546_Movie,Annabelle,2014,6500000,257589952,38.63,62.15,5.8
232672_Movie,Blended,2014,40000000,128000000,2.20,61.42,6.9
147441_Movie,Exodus: Gods and Kings,2014,140000000,268031828,0.91,58.732,5.9
124905_Movie,Godzilla,2014,160000000,524978362,2.28,58.344,6.342
242582_Movie,Nightcrawler,2014,8500000,50300000,4.92,58.258,7.7
120467_Movie,The Grand Budapest Hotel,2014,30000000,174600318,4.82,57.345,8.042
184315_Movie,Hercules,2014,100000000,244819862,1.45,53.608,5.8
138103_Movie,The Expendables 3,2014,95000000,214657577,1.26,53.221,6.21
222935_Movie,The Fault in Our Stars,2014,14000000,307166834,20.94,51.521,7.598
181533_Movie,Night at the Museum: Secret of the Tomb,2014,127000000,363204635,1.86,51.334,6.217
206487_Movie,Predestination,2014,5500000,4942449,-0.10,51.141,7.4
187017_Movie,22 Jump Street,2014,50000000,331333876,5.63,50.973,6.8
194662_Movie,Birdman or (The Unexpected Virtue of Ignorance),2014,18000000,103215094,4.73,49.86,7.5
118340_Movie,Guardians of the Galaxy,2014,170000000,772776600,3.55,49.395,7.9
53182_Movie,300: Rise of an Empire,2014,110000000,337580051,2.07,48.762,6.113
137106_Movie,The Lego Movie,2014,60000000,470759687,6.85,48.254,7.4
238636_Movie,The Purge: Anarchy,2014,9000000,111928365,11.44,46.91,6.634
189_Movie,Sin City: A Dame to Kill For,2014,65000000,39407616,-0.39,46.711,6.39
228967_Movie,The Interview,2014,44000000,12342632,-0.72,46.466,6.185
172385_Movie,Rio 2,2014,103000000,498781117,3.84,44.694,6.5
136797_Movie,Need for Speed,2014,66000000,203277636,2.08,44.267,6.418
193893_Movie,Let's Be Cops,2014,17000000,136600000,7.04,43.368,6.463
256274_Movie,"As Above, So Below",2014,5000000,41900000,7.38,42.426,6.712
196867_Movie,Annie,2014,65000000,136853506,1.11,42.13,6.2
225886_Movie,Sex Tape,2014,40000000,126069509,2.15,41.006,5.4
265712_Movie,Stand by Me Doraemon,2014,35000000,83100000,1.37,39.789,7.3
218043_Movie,Left Behind,2014,16000000,19682924,0.23,38.964,4.3
180299_Movie,The Raid 2,2014,4500000,6566916,0.46,38.507,7.602
100042_Movie,Dumb and Dumber To,2014,40000000,169837010,3.25,37.86,5.6
188161_Movie,A Million Ways to Die in the West,2014,40000000,86400000,1.16,37.602,6.047
97370_Movie,Under the Skin,2014,13300000,5735963,-0.57,37.279,6.1
197796_Movie,Beauty and the Beast,2014,33000000,47430624,0.44,36.36,6.178
137094_Movie,Jack Ryan: Shadow Recruit,2014,60000000,135500000,1.26,36.107,6.111
205587_Movie,The Judge,2014,40000000,84419388,1.11,35.633,7.3
254904_Movie,The November Man,2014,15000000,32600000,1.17,33.688,6.106
227159_Movie,Horrible Bosses 2,2014,42000000,107645357,1.56,33.679,6.181
242512_Movie,Ouija,2014,5000000,103600000,19.72,33.45,5.1
86834_Movie,Noah,2014,125000000,362600000,1.90,33.337,5.7
68737_Movie,Seventh Son,2014,95000000,114178613,0.20,32.998,5.5
154400_Movie,The Drop,2014,12600000,19054534,0.51,32.705,6.787
266856_Movie,The Theory of Everything,2014,15000000,123726688,7.25,32.004,7.846
72784_Movie,The Loft,2014,14000000,10100000,-0.28,31.953,6.4
82703_Movie,Mr. Peabody & Sherman,2014,145000000,272912430,0.88,31.328,6.71
169917_Movie,A Walk Among the Tombstones,2014,28000000,58834384,1.10,31.324,6.327
185341_Movie,[REC]⁴ Apocalypse,2014,3000000,4915757,0.64,29.817,5.6
241848_Movie,The Guest,2014,5000000,2700051,-0.46,29.435,6.6
236751_Movie,Heaven Is for Real,2014,12000000,101300000,7.44,29.263,6.7
243683_Movie,Step Up All In,2014,45000000,86165646,0.91,29.046,6.8
289720_Movie,Outcast,2014,25000000,5148503,-0.79,28.584,5.105
170687_Movie,The Boxtrolls,2014,60000000,108255770,0.80,28.126,6.7
227306_Movie,Unbroken,2014,65000000,163400000,1.51,27.813,7.4
97020_Movie,RoboCop,2014,120000000,242688965,1.02,27.143,5.874
193610_Movie,The Other Woman,2014,40000000,196800000,3.92,27.135,6.4
157353_Movie,Transcendence,2014,100000000,103039258,0.03,27.001,6.041
227156_Movie,The Giver,2014,25000000,66980456,1.68,26.947,6.554
287590_Movie,Saint Seiya: Legend of Sanctuary,2014,8000000,17150803,1.14,26.509,6.6
195589_Movie,Neighbors,2014,18000000,270665134,14.04,26.338,6.186
171274_Movie,Inherent Vice,2014,20000000,14710975,-0.26,26.282,6.6
225574_Movie,Non-Stop,2014,50000000,222809600,3.46,25.908,6.809
212778_Movie,Chef,2014,11000000,45967935,3.18,25.857,7.117
239571_Movie,The Best of Me,2014,26000000,35926213,0.38,25.803,7.5
76649_Movie,Pompeii,2014,100000000,117831631,0.18,25.499,5.54
218836_Movie,Planes: Fire & Rescue,2014,50000000,151165787,2.02,25.251,6.2
204922_Movie,Before I Go to Sleep,2014,22000000,17669776,-0.20,25.123,6.5
49017_Movie,Dracula Untold,2014,70000000,217124280,2.10,24.466,6.4
184346_Movie,Deliver Us from Evil,2014,30000000,87937815,1.93,24.454,6.2
246403_Movie,Tusk,2014,3000000,1882074,-0.37,24.422,5.505
227348_Movie,Paranormal Activity: The Marked Ones,2014,5000000,90894962,17.18,24.293,5.4
235260_Movie,Son of God,2014,22000000,67800064,2.08,23.993,6.8
241239_Movie,A Most Violent Year,2014,20000000,12007070,-0.40,23.707,6.61
119892_Movie,The Monkey King,2014,82000000,182206924,1.22,23.698,5.5
262543_Movie,Automata,2014,7000000,6237990,-0.11,23.39,5.8
136835_Movie,No Good Deed,2014,13200000,53830415,3.08,23.306,5.9
249164_Movie,If I Stay,2014,11000000,78300000,6.12,23.162,7.37
241254_Movie,The Prince,2014,18000000,1289595,-0.93,23.123,4.9
226857_Movie,Endless Love,2014,20000000,34100000,0.71,23.048,6.9
192102_Movie,3 Days to Kill,2014,28000000,53260230,0.90,22.788,6.091
255343_Movie,Escobar: Paradise Lost,2014,17000000,3758328,-0.78,22.785,6.274
224141_Movie,Into the Woods,2014,50000000,212902372,3.26,22.649,5.8
168530_Movie,Ride Along,2014,25000000,153997819,5.16,22.497,6.3
155084_Movie,13 Sins,2014,5000000,13809,-1.00,21.946,6.3
216282_Movie,Into the Storm,2014,50000000,160600000,2.21,21.845,6.053
239678_Movie,This Is Where I Leave You,2014,19800000,41300000,1.09,21.626,6.6
249660_Movie,God's Not Dead,2014,17000000,29789000,0.75,21.607,6.007
239563_Movie,St. Vincent,2014,13000000,54837234,3.22,21.489,7.1
284293_Movie,Still Alice,2014,5000000,44779195,7.96,21.371,7.485
265195_Movie,Wild Tales,2014,4000000,31478893,6.87,21.135,7.9
242095_Movie,The Signal,2014,4000000,2665322,-0.33,21.108,6.013
188166_Movie,Blue Ruin,2014,420000,993313,1.37,20.54,6.797
254473_Movie,Brick Mansions,2014,28000000,71416730,1.55,20.285,5.9
282631_Movie,The Admiral: Roaring Currents,2014,9500000,138342258,13.56,20.261,6.966
85350_Movie,Boyhood,2014,4000000,48137666,11.03,20.252,7.5
273895_Movie,Selma,2014,20000000,66787908,2.34,20.045,7.394
246741_Movie,What We Do in the Shadows,2014,1600000,6300000,2.94,19.825,7.6
198277_Movie,Begin Again,2014,8000000,63500000,6.94,19.688,7.2
192145_Movie,Third Person,2014,28000000,1749201,-0.94,19.668,5.9
228194_Movie,The Hundred-Foot Journey,2014,22000000,89500000,3.07,19.578,7.3
244506_Movie,Camp X-Ray,2014,1000000,59744,-0.94,19.478,6.73
152760_Movie,The Monuments Men,2014,70000000,154984035,1.21,19.301,6.1
188207_Movie,The Legend of Hercules,2014,70000000,61279452,-0.12,19.3,4.8
144336_Movie,Sabotage,2014,35000000,22126842,-0.37,19.198,5.6
100241_Movie,"I, Frankenstein",2014,65000000,76801179,0.18,19.083,5.356
218778_Movie,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,28000000,100654149,2.59,19.064,6.191
262391_Movie,Serial (Bad) Weddings,2014,13000000,176404493,12.57,18.917,6.7
284536_Movie,The Gambler,2014,25000000,39171130,0.57,18.725,6
270938_Movie,Falcon Rising,2014,4500000,11774,-1.00,18.716,6.3
252171_Movie,A Girl Walks Home Alone at Night,2014,1000000,395000,-0.61,18.51,6.8
222899_Movie,About Last Night,2014,12500000,49002684,2.92,18.488,6
227783_Movie,The Nut Job,2014,42000000,122500000,1.92,18.434,5.792
280690_Movie,Kick,2014,22000000,55000000,1.50,18.234,5.7
297222_Movie,PK,2014,13000000,118920000,8.15,17.746,7.7
303542_Movie,The Invisible Boy,2014,8000000,5216102,-0.35,17.686,6.3
303903_Movie,Pokémon the Movie: Diancie and the Cocoon of Destruction,2014,24720400,28595105,0.16,17.465,6.6
242042_Movie,Barefoot,2014,6000000,15071,-1.00,17.462,6.6
250538_Movie,The Good Lie,2014,20000000,3396345,-0.83,17.394,7.3
246080_Movie,Black Sea,2014,8000000,4070789,-0.49,17.206,6.258
242310_Movie,Rage,2014,15000000,2424381,-0.84,17.162,5.3
228970_Movie,Wild,2014,15000000,52501541,2.50,17.101,7
217993_Movie,Justice League: War,2014,3500000,5155325,0.47,17.094,7.406
170522_Movie,Asterix: The Mansions of the Gods,2014,30000000,51379470,0.71,17.016,6.8
157849_Movie,A Most Wanted Man,2014,15000000,31554855,1.10,16.857,6.475
285213_Movie,The Pirates,2014,13000000,64400000,3.95,16.801,7
284276_Movie,Cake,2014,7000000,2360281,-0.66,16.644,6.3
288158_Movie,The Woman in Black 2: Angel of Death,2014,15000000,48854305,2.26,16.192,5.254
252178_Movie,'71,2014,11000000,3200000,-0.71,15.869,6.803
184098_Movie,Think Like a Man Too,2014,24000000,70181428,1.92,15.738,6.4
265177_Movie,Mommy,2014,4900000,3494070,-0.29,15.709,8.2
137321_Movie,Winter's Tale,2014,60000000,30800231,-0.49,15.616,6.3
164251_Movie,Serena,2014,30000000,5092129,-0.83,15.598,5.599
157845_Movie,The Rover,2014,12250000,2510007,-0.80,15.553,6.3
277685_Movie,Unfriended,2014,1000000,62900000,61.90,15.527,5.5
280795_Movie,Haider,2014,7000000,11500000,0.64,15.374,7.213
157847_Movie,Joe,2014,4000000,2431443,-0.39,15.214,6.5
266285_Movie,The Salvation,2014,10500000,1363964,-0.87,15.204,6.486
203739_Movie,Vampire Academy,2014,30000000,15391979,-0.49,15.048,6.3
244267_Movie,I Origins,2014,1000000,481234,-0.52,15.042,7.581
226486_Movie,Tammy,2014,20000000,100500000,4.03,14.844,5.3
290864_Movie,Kung Fu Jungle,2014,25000000,129115,-0.99,14.787,6.8
264656_Movie,The Homesman,2014,16000000,3442853,-0.78,14.708,6.5
239562_Movie,The Single Moms Club,2014,8000000,16365451,1.05,14.622,6
151368_Movie,Open Windows,2014,4000000,100000,-0.98,14.616,5.1
177494_Movie,Veronica Mars,2014,6000000,3500000,-0.42,14.607,6.623
87492_Movie,Foxcatcher,2014,24000000,12096300,-0.50,14.539,6.653
286554_Movie,Two Night Stand,2014,1645000,868081,-0.47,14.491,6.4
